ID,Relatienummer pensioenfonds,Naam pensioenfonds,Naam persoon,Relatienummer persoon,Rol
567,10549,"Schilders-, Afwerkings- en Glaszetbedrijf","Uijen, Everhardus Anthonius Wilhelmus Maria",P116805,Lid Raad van Toezicht
577,10557,Metaal en Techniek (PMT),"Klopper, Jan Philip Walter",P127188,Lid Raad van Toezicht
584,10557,Metaal en Techniek (PMT),"Veen, Aalko van der",P106422,Lid Raad van Toezicht
585,10557,Metaal en Techniek (PMT),"Verheij, Gerard",P108908,Lid Raad van Toezicht
589,10559,Houthandel,"Carrière, Johan Daniël",P130611,Lid Raad van Toezicht
595,10559,Houthandel,"Slob, Dirk Pieter",P109148,Lid Raad van Toezicht
598,10560,Sigarenindustrie,"Doorduyn, Arie drs",P113104,Lid Raad van Toezicht
603,10560,Sigarenindustrie,"Manning, Robert Philippe",P113223,Lid Raad van Toezicht
608,10561,Slagersbedrijf,"Bruijn-Nooteboom, Petra Arina de",P100065,Lid Raad van Toezicht
619,10561,Slagersbedrijf,"Uyl, Xander Johannes den",P107770,Lid Raad van Toezicht
627,10565,Landbouw,"Heiden- Aantjes, Leentje Hendrika van der",P131094,Lid Raad van Toezicht
634,10565,Landbouw,"Smolenaers, Albert Henricus Dorothea",P131093,Lid Raad van Toezicht
639,10682,Bakkersbedrijf,"Elema, Mattheus",P105287,Lid Raad van Toezicht
645,10682,Bakkersbedrijf,"Leeuwen, Rob Philip van",P119479,Lid Raad van Toezicht
647,10682,Bakkersbedrijf,"Siegmann, Paulien Martine",P115301,Lid Raad van Toezicht
652,11322,Koopvaardij,"Bitter, Karin",P113424,Lid Raad van Toezicht
654,11322,Koopvaardij,"Hagen, Ernst Eduard",P102920,Lid Raad van Toezicht
660,11322,Koopvaardij,"Nieuwenhoven, Rudolf Antonie",P122986,Lid Raad van Toezicht
662,11322,Koopvaardij,"Swagerman, Dirk Marcel",P115154,Lid Raad van Toezicht
679,11756,Schoen en Leder,"Rijken, Hendrikus",P130953,Lid Raad van Toezicht
680,11756,Schoen en Leder,"Tromp, Adriaan Christiaan",P127594,Lid Raad van Toezicht
713,13358,Notariaat,"Tromp, Adriaan Christiaan",P127594,Lid Raad van Toezicht
716,13358,Notariaat,"Zeverijn, Willem Sako",P104875,Lid Raad van Toezicht
724,14089,Grafische Bedrijven (PGB),"Bisschop, Orpa",P116508,Lid Raad van Toezicht
732,14089,Grafische Bedrijven (PGB),"Kieft, Lubertus Cornelis (Rene) van de",P103909,Lid Raad van Toezicht
733,14089,Grafische Bedrijven (PGB),"Meeuwisse, Nicolaas Cornelis Johannes",P130680,Lid Raad van Toezicht
745,14311,Vleesindustrie,"Ophem, Johannes Gerardus Maria van",P122315,Lid Raad van Toezicht
750,14311,Vleesindustrie,"Uyl, Xander Johannes den",P107770,Lid Raad van Toezicht
757,14400,Waterbouw,"Eekelen, Pieter Johannes Cornelis van",P121838,Lid Raad van Toezicht
765,14400,Waterbouw,"Wuffel, Charles Theodorus de",P120220,Lid Raad van Toezicht
780,15133,Betonproducten,"Simon, Maas",P120260,Lid Raad van Toezicht
781,15133,Betonproducten,"Sirks, Gerardus Laurens",P112981,Lid Raad van Toezicht
786,15565,Medewerkers Apotheken,"Berkemeijer, Joseph Nicolaas",P120185,Lid Raad van Toezicht
793,15565,Medewerkers Apotheken,"Kuilen, Gerard Elbertus van de",P113957,Lid Raad van Toezicht
797,15565,Medewerkers Apotheken,"Snoeij, Edith Louise",P107716,Lid Raad van Toezicht
808,15629,Houtverwerkende industrie,"Labadie, Rob Cornelis",P118461,Lid Raad van Toezicht
809,15629,Houtverwerkende industrie,"Lange, Henriëtte Wilhelmina Laurina Adriana de",P109836,Lid Raad van Toezicht
810,15629,Houtverwerkende industrie,"Oostveen, Jan Willem Gerard van",P131100,Lid Raad van Toezicht
813,16458,Bouwmaterialen,"Akkermans, Petrus Johannes Maria",P128633,Lid Raad van Toezicht
816,16458,Bouwmaterialen,"Bekker, Antonius Mattheus Joseph de",P119003,Lid Raad van Toezicht
818,16458,Bouwmaterialen,"Hienen, Adrianus Antonius van",P113091,Lid Raad van Toezicht
825,16534,Architectenbureaus,"Bongers, Marinus Adrianus (Marcel)",P131027,Lid Raad van Toezicht
828,16534,Architectenbureaus,"Frentrop, Paul Marie Louis",P114917,Lid Raad van Toezicht
833,16534,Architectenbureaus,"Pluijmaekers-Pessers, Marjo",P131026,Lid Raad van Toezicht
852,17571,Vlakglas Verf,"Oostveen, Jan Willem Gerard van",P131100,Lid Raad van Toezicht
854,17571,Vlakglas Verf,"Strang, Henk-Jan Paul",P130965,Lid Raad van Toezicht
858,17687,Bibliotheken,"Ketellapper, Ronald Helprich",P119802,Lid Raad van Toezicht
859,17687,Bibliotheken,"Machielsen, Herman Jeppe",P110958,Lid Raad van Toezicht
871,18397,Molenaars,"Schols - van Oppen, Emilie Marie Francoise van",P130632,Lid Raad van Toezicht
872,18397,Molenaars,"Simon, Maas",P120260,Lid Raad van Toezicht
876,20117,Rijn- en Binnenvaart,"Bitter, Karin",P113424,Lid Raad van Toezicht
885,20117,Rijn- en Binnenvaart,"Nieuwenhoven, Rudolf Antonie",P122986,Lid Raad van Toezicht
886,20117,Rijn- en Binnenvaart,"Swagerman, Dirk Marcel",P115154,Lid Raad van Toezicht
893,20118,Woningcorporaties,"Bruijn-Nooteboom, Petra Arina de",P100065,Lid Raad van Toezicht
895,20118,Woningcorporaties,"Groot, Peter de",P130351,Lid Raad van Toezicht
902,20118,Woningcorporaties,"Wenting, Dick",P118564,Lid Raad van Toezicht
931,30355,Drankindustrie,"Carrière, Johan Daniël",P130611,Lid Raad van Toezicht
932,30355,Drankindustrie,"Duijn-Pennenburg, Ingeborg van",P117815,Lid Raad van Toezicht
942,30355,Drankindustrie,"Tromp, Adriaan Christiaan",P127594,Lid Raad van Toezicht
944,32181,Schoenmakerij,"Borm, Josephus Adrianus Johannes Maria",P121243,Lid Raad van Toezicht
954,32181,Schoenmakerij,"Platenburg, Adriana Gerarda Elisabeth Maria",P131182,Lid Raad van Toezicht
955,32436,Zoetwarenindustrie,"Belt, Bert van de",P120233,Lid Raad van Toezicht
963,32436,Zoetwarenindustrie,"Kuilen, Gerard Elbertus van de",P113957,Lid Raad van Toezicht
985,32868,Horeca,"Essen, Hendrikus Jan van",P103915,Lid Raad van Toezicht
986,32868,Horeca,"Gram, Anne",P110723,Lid Raad van Toezicht
989,32868,Horeca,"Ruigh, Barthold de",P108320,Lid Raad van Toezicht
996,33519,Beroepsvervoer,"Beuken, Nicolette Josephine Marie (Nicole)",P130931,Lid Raad van Toezicht
998,33519,Beroepsvervoer,"Boeschoten, Willem Cornelis",P130930,Lid Raad van Toezicht
1000,33519,Beroepsvervoer,"Capitain, Erwin Robert",P110208,Lid Raad van Toezicht
1022,34561,Levensmiddelen Groothandel,"Eikenboom, Antoinetta Elisabeth",P131079,Lid Raad van Toezicht
1029,34561,Levensmiddelen Groothandel,"Tromp, Adriaan Christiaan",P127594,Lid Raad van Toezicht
1054,36722,Agrarische,"Caderius van Veen, Willemina Adriana Paulien Johanna",P117833,Lid Raad van Toezicht
1061,36722,Agrarische,"Mens, Herialt",P130981,Lid Raad van Toezicht
1065,36722,Agrarische,"Strang, Henk-Jan Paul",P130965,Lid Raad van Toezicht
1117,42049,Groothandel,"Groenewoud, Jacobus",P123563,Lid Raad van Toezicht
1118,42049,Groothandel,"Koomans, Johannes Bernardus",P121971,Lid Raad van Toezicht
1121,42049,Groothandel,"Raaijmakers, Johannes Jacobus Maria",P126441,Lid Raad van Toezicht
1124,42467,Levensmiddelen,"Brink, Wichman Gerard van den",P130966,Lid Raad van Toezicht
1136,42467,Levensmiddelen,"Wenting, Dick",P118564,Lid Raad van Toezicht
1137,42469,Tandtechniek,"Duijnstee, Lucie Elisabeth Marie",P131300,Lid Raad van Toezicht
1140,42469,Tandtechniek,"Meijlink, Simon Toby Hendrik",P131299,Lid Raad van Toezicht
1143,42469,Tandtechniek,"Priester, Peter",P107702,Lid Raad van Toezicht
1179,44380,Kappersbedrijf,"Blanken, Cornelis Jacobus den",P131161,Lid Raad van Toezicht
1181,44380,Kappersbedrijf,"Duijn-Pennenburg, Ingeborg van",P117815,Lid Raad van Toezicht
1182,44380,Kappersbedrijf,"Gameren, Petrus van",P110121,Lid Raad van Toezicht
1192,44381,Wonen,"Martens, Erik Wouter",P116874,Lid Raad van Toezicht
1198,44381,Wonen,"Westland, Pieter Johannes",P131078,Lid Raad van Toezicht
1205,44862,Zorg en Welzijn,"Donders, Monique Wilhelmina Maria",P114345,Lid Raad van Toezicht
1206,44862,Zorg en Welzijn,"Engelen, Johannes Marie Lucien van",P107742,Lid Raad van Toezicht
1253,47678,Detailhandel,"Beetsma, Roel Maria Wilhelmus Jozef",P114170,Lid Raad van Toezicht
1260,47678,Detailhandel,"Meijs, Antonius Maria Christiaan",P120244,Lid Raad van Toezicht
1264,47678,Detailhandel,"Schuijt, Hendrik",P107719,Lid Raad van Toezicht
1311,49417,DSM,"Jong, Wendy Elizabeth Maria de",P131091,Lid Raad van Toezicht
1312,49417,DSM,"Kragt, Jacco Christian",P107226,Lid Raad van Toezicht
1313,49417,DSM,"Maassen, Jaap Frans",P114078,Lid Raad van Toezicht
1366,51180,Robeco,"Covers, Folquinus Julius Carl",P120585,Lid Raad van Toezicht
1375,51180,Robeco,"Zeverijn, Willem Sako",P104875,Lid Raad van Toezicht
1423,60085,Rockwool,"Sijsenaar, Ronald",P130924,Lid Raad van Toezicht
1424,60085,Rockwool,"Valck, de",P103442,Lid Raad van Toezicht
1505,60276,Openbaar Vervoer,"Dirks, Peter Bernard Anton",P120996,Lid Raad van Toezicht
1514,60276,Openbaar Vervoer,"Verhulp, Evert",P131257,Lid Raad van Toezicht
1515,60276,Openbaar Vervoer,"Vossen, Franka Petronella Clara Gerarda",P131258,Lid Raad van Toezicht
1561,60374,Banden- en Wielen,"Brandwijk, Hans Adrie",P106583,Lid Raad van Toezicht
1569,60374,Banden- en Wielen,"Post, Barthold Jacob",P116576,Lid Raad van Toezicht
1713,60655,Werk en (re)Integratie (PWRI),"Enschedé, Edzard Johan",P131146,Lid Raad van Toezicht
1717,60655,Werk en (re)Integratie (PWRI),"Poel, Jan Hendrik Roelof van de",P114076,Lid Raad van Toezicht
1776,60709,Reisbranche,"Bottinga, Sjoerd-Friso Tom",P129219,Lid Raad van Toezicht
1782,60709,Reisbranche,"Spaans, Cornelis",P100747,Lid Raad van Toezicht
1812,60755,Vleeswaren Prepensionering,"Ophem, Johannes Gerardus Maria van",P122315,Lid Raad van Toezicht
1815,60755,Vleeswaren Prepensionering,"Simon, Maas",P120260,Lid Raad van Toezicht
1817,60755,Vleeswaren Prepensionering,"Uyl, Xander Johannes den",P107770,Lid Raad van Toezicht
1856,60788,Technische Groothandel Vroegpensioen,"Bottinga, Sjoerd-Friso Tom",P129219,Lid Raad van Toezicht
1863,60788,Technische Groothandel Vroegpensioen,"Waals, Ronald Pieter",P130609,Lid Raad van Toezicht
1878,60792,STIPP,"Smit, Mannes",P111719,Lid Raad van Toezicht
1880,60792,STIPP,"Verhulst, Jaqueline Louise",P130668,Lid Raad van Toezicht
1896,60799,Recreatie,"Machielsen, Herman Jeppe",P110958,Lid Raad van Toezicht
1899,60799,Recreatie,"Scheepens, Louter Cornelis Adriaan",P127429,Lid Raad van Toezicht
1949,60859,Textielgoederen,"Lustgraaf, Evert Eduard",P116584,Lid Raad van Toezicht
1950,60859,Textielgoederen,"Manning, Robert Philippe",P113223,Lid Raad van Toezicht
2015,60889,UWV,"Leegwater, Geertruida Alida Catharina (Geraldine)",P109779,Lid Raad van Toezicht
2020,60889,UWV,"Siegmann, Paulien Martine",P115301,Lid Raad van Toezicht
2034,60896,TrueBlue,"Simon, Maas",P120260,Lid Raad van Toezicht
2038,60896,TrueBlue,"Vos, Monique de",P130601,Lid Raad van Toezicht
2072,60917,Achmea,"Degenhardt, Rudolf",P121043,Lid Raad van Toezicht
2078,60917,Achmea,"Nieuwenhuizen, Jacobus Petrus",P130974,Lid Raad van Toezicht
2083,60917,Achmea,"Vernooij, Cornelius Alphonsus Gerardus",P130973,Lid Raad van Toezicht
2110,60929,Bloemen en Planten,"Groenewoud, Jacobus",P123563,Lid Raad van Toezicht
2115,60929,Bloemen en Planten,"Strang, Henk-Jan Paul",P130965,Lid Raad van Toezicht
2117,60929,Bloemen en Planten,"Wenting, Dick",P118564,Lid Raad van Toezicht
2146,60952,Caribisch Nederland,"Domacassé, Herbert Filomeno",P126853,Lid Raad van Toezicht
2198,R129401,Zuivel en aanverwante industrie,"Jakobs, Marjan Tine",P131467,Lid Raad van Toezicht
2199,R129401,Zuivel en aanverwante industrie,"Lind, Michel",P122062,Lid Raad van Toezicht
2200,R129401,Zuivel en aanverwante industrie,"Simon, John Fitzgerald",P114319,Lid Raad van Toezicht
1865,60788,Technische Groothandel Vroegpensioen,"Wouters, Augustinus Hyacinthus Maria",P121389,LidVoorzitter
1,1,Huisartsen ,"Waal, Alexander Victor de",P115948,Mede-beleidsbepaler
19,3,Medische Specialisten,"Steenvoorden, Jeroen Antoon Gerard",P113908,Mede-beleidsbepaler
27,4,Apothekers,"Siebesma, Raimond Jan Pieter",P117247,Mede-beleidsbepaler
56,29,Notarieel,"Hoogterp, Sjoerd Simon",P109081,Mede-beleidsbepaler
306,4634,Shell (SSPF),"Bouma, Janwillem",P106550,Mede-beleidsbepaler
406,6184,De Hoop,"Peijl, Govert Willem van der",P118573,Mede-beleidsbepaler
453,7781,APF,"Bonewit, Peter Philip",P102892,Mede-beleidsbepaler
586,10557,Metaal en Techniek (PMT),"Wouters, Augustinus Hyacinthus Maria",P121389,Mede-beleidsbepaler
735,14089,Grafische Bedrijven (PGB),"Vliet, Iman Johannes van",P110677,Mede-beleidsbepaler
901,20118,Woningcorporaties,"Valck, de",P103442,Mede-beleidsbepaler
1177,44057,Randstad,"Schikhof, Raimond Léon",P121432,Mede-beleidsbepaler
1270,47985,TDV,"Hillen, Theodorus Willibrordus Franciscus",P127249,Mede-beleidsbepaler
1339,50052,Elsevier,"Covers, Folquinus Julius Carl",P120585,Mede-beleidsbepaler
1677,60564,Campina,"Spaans, Cornelis",P100747,Mede-beleidsbepaler
1883,60793,Xerox,"Heesen, Niels van",P113902,Mede-beleidsbepaler
1917,60806,Smurfit Kappa Nederland,"Kiewiet, Marco",P110199,Mede-beleidsbepaler
1978,60882,Vopak,"Blokzijl, Cornelis Hubertus",P100016,Mede-beleidsbepaler
2181,R127942,ING Bank CDC fonds,"Smit-Bos, Selma Betruda Pauline",P113193,Mede-beleidsbepaler
2187,R127943,NN CDC fonds,"Smit-Bos, Selma Betruda Pauline",P113193,Mede-beleidsbepaler
694,12345,Pensioenfederatie,"Pol, Kick van de",P120723,Voorzitter PF
58,29,Notarieel,"Niekerk, Nicolaas Clemens Maria van",P118716,Voorzitter Raad van Toezicht
67,30,ABP ,"Hannen, Hubertus Anna Johannes",P119034,Voorzitter Raad van Toezicht
123,608,Mn Services,"Wijs, Matheus Wilhelmus Johannes Peter Marie de",P130527,Voorzitter Raad van Toezicht
165,1626,Media PNO ,"Snoeij, Edith Louise",P107716,Voorzitter Raad van Toezicht
263,3691,ANWB ,"Bouma, Janwillem",P106550,Voorzitter Raad van Toezicht
470,7837,Nederlandsche Bank,"Schols - van Oppen, Emilie Marie Francoise van",P130632,Voorzitter Raad van Toezicht
552,10547,Bouwnijverheid,"Nagtegaal, Andries Abert (Dries)",P121999,Voorzitter Raad van Toezicht
564,10549,"Schilders-, Afwerkings- en Glaszetbedrijf","Penders, Henri Joseph Paul",P121248,Voorzitter Raad van Toezicht
593,10559,Houthandel,"Peijl, Govert Willem van der",P118573,Voorzitter Raad van Toezicht
604,10560,Sigarenindustrie,"Vall, Jacobus Hendrikus Maria van de",P117322,Voorzitter Raad van Toezicht
618,10561,Slagersbedrijf,"Simon, Maas",P120260,Voorzitter Raad van Toezicht
624,10565,Landbouw,"Duijzer, Dirk",P122392,Voorzitter Raad van Toezicht
677,11756,Schoen en Leder,"Keun, Fokko",P105617,Voorzitter Raad van Toezicht
714,13358,Notariaat,"Uyl, Xander Johannes den",P107770,Voorzitter Raad van Toezicht
748,14311,Vleesindustrie,"Simon, Maas",P120260,Voorzitter Raad van Toezicht
763,14400,Waterbouw,"Smith, Bert Nico",P109504,Voorzitter Raad van Toezicht
778,15133,Betonproducten,"Priester, Peter",P107702,Voorzitter Raad van Toezicht
851,17571,Vlakglas Verf,"Mik, Dirk Henk",P103337,Voorzitter Raad van Toezicht
860,17687,Bibliotheken,"Meijer-Zaalberg, Marianne",P111121,Voorzitter Raad van Toezicht
875,18397,Molenaars,"Wit, Cornelis Jacobus Maria de",P117136,Voorzitter Raad van Toezicht
946,32181,Schoenmakerij,"Dijkstra, George",P117738,Voorzitter Raad van Toezicht
965,32436,Zoetwarenindustrie,"Lecq, Sofia Gepke (Fieke) van der",P111538,Voorzitter Raad van Toezicht
1025,34561,Levensmiddelen Groothandel,"Hilbrands, Jeroen",P131220,Voorzitter Raad van Toezicht
1134,42467,Levensmiddelen,"Strang, Henk-Jan Paul",P130965,Voorzitter Raad van Toezicht
1196,44381,Wonen,"Strang, Henk-Jan Paul",P130965,Voorzitter Raad van Toezicht
1208,44862,Zorg en Welzijn,"Hoevenaars, Arnoldus Henricus Antonius (Arnold)",P124428,Voorzitter Raad van Toezicht
1370,51180,Robeco,"Lecq, Sofia Gepke (Fieke) van der",P111538,Voorzitter Raad van Toezicht
1422,60085,Rockwool,"Schols - van Oppen, Emilie Marie Francoise van",P130632,Voorzitter Raad van Toezicht
1563,60374,Banden- en Wielen,"Eenshuistra, Pieter Dirk",P107075,Voorzitter Raad van Toezicht
1712,60655,Werk en (re)Integratie (PWRI),"Eekelen, Pieter Johannes Cornelis van",P121838,Voorzitter Raad van Toezicht
1777,60709,Reisbranche,"Braker, Johannes Garrelt",P111640,Voorzitter Raad van Toezicht
1871,60792,STIPP,"Linden, Pieter Cornelis van der",P110865,Voorzitter Raad van Toezicht
1898,60799,Recreatie,"Peters, Hedwig Gerarda Ignata Maria",P128873,Voorzitter Raad van Toezicht
1947,60859,Textielgoederen,"Lepoutre, Henri Victor René",P131090,Voorzitter Raad van Toezicht
2018,60889,UWV,"Ruijgrok, Johannes Theodorus",P120966,Voorzitter Raad van Toezicht
2035,60896,TrueBlue,"Straatmeijer, Martin",P120821,Voorzitter Raad van Toezicht
